RESULTS:

REFERENCE:

######################################################################################################
######################################################################################################
CROSS ENTROPY

2022-01-07 11:01:56 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/wikitext-2_cross_entropy/checkpoint_best.pt
2022-01-24 06:27:50 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:27:50 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:27:50 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:45:58 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1052.5s (233.32 tokens/s)
2022-01-24 06:45:58 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5732, Perplexity: 380.88

######################################################################################################
######################################################################################################
LABEL SMOOTHING

2022-01-24 06:28:13 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:28:13 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.001/checkpoint_best.pt
2022-01-24 06:28:17 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:28:17 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:28:17 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:45:30 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1000.1s (245.54 tokens/s)
2022-01-24 06:45:30 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.4438, Perplexity: 348.21

2022-01-24 06:32:06 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:32:06 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.01/checkpoint_best.pt
2022-01-24 06:32:37 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:32:37 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:32:37 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:52:15 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1143.0s (214.85 tokens/s)
2022-01-24 06:52:15 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.2649, Perplexity: 307.59

2022-01-24 06:32:16 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:32:16 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.02/checkpoint_best.pt
2022-01-24 06:32:26 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:32:26 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:32:26 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:50:36 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1052.0s (233.42 tokens/s)
2022-01-24 06:50:36 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.2015, Perplexity: 294.38

2022-01-24 06:32:44 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:32:44 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.04/checkpoint_best.pt
2022-01-24 06:32:54 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:32:54 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:32:54 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:50:21 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1015.2s (241.88 tokens/s)
2022-01-24 06:50:21 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1502, Perplexity: 284.09

2022-01-24 06:33:55 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:33:55 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.06/checkpoint_best.pt
2022-01-24 06:34:19 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:34:19 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:34:19 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:52:08 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1031.5s (238.07 tokens/s)
2022-01-24 06:52:08 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.0840, Perplexity: 271.35

2022-01-24 06:34:13 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:34:13 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.08/checkpoint_best.pt
2022-01-24 06:34:23 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:34:23 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:34:23 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:52:24 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1044.8s (235.05 tokens/s)
2022-01-24 06:52:24 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1145, Perplexity: 277.15

022-01-24 06:34:33 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:34:33 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.1/checkpoint_best.pt
2022-01-24 06:35:05 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:35:05 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:35:05 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:53:45 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1087.8s (225.75 tokens/s)
2022-01-24 06:53:45 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.0747, Perplexity: 269.60

2022-01-24 06:34:38 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:34:38 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.125/checkpoint_best.pt
2022-01-24 06:35:05 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:35:05 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:35:05 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 07:01:06 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1500.2s (163.69 tokens/s)
2022-01-24 07:01:06 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.0899, Perplexity: 272.47

2022-01-24 06:34:53 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:34:53 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.15/checkpoint_best.pt
2022-01-24 06:35:20 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:35:20 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:35:20 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:55:27 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1174.6s (209.07 tokens/s)
2022-01-24 06:55:27 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.0977, Perplexity: 273.94

2022-01-24 06:35:15 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:35:15 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.175/checkpoint_best.pt
2022-01-24 06:35:25 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:35:25 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:35:25 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:53:39 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1057.5s (232.22 tokens/s)
2022-01-24 06:53:39 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1021, Perplexity: 274.77

2022-01-24 06:35:16 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:35:16 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_label_smoothing_0.2/checkpoint_best.pt
2022-01-24 06:35:30 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:35:30 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:35:30 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:53:39 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1052.6s (233.29 tokens/s)
2022-01-24 06:53:39 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1047, Perplexity: 275.26

######################################################################################################
######################################################################################################
GOOD TURING

2022-01-24 06:20:14 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:20:14 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_good_turing_n1/checkpoint_best.pt
2022-01-24 06:20:25 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:20:25 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:20:25 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:38:55 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1069.6s (229.59 tokens/s)
2022-01-24 06:38:55 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5623, Perplexity: 378.02

2022-01-24 06:20:42 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:20:42 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_good_turing_n2/checkpoint_best.pt
2022-01-24 06:20:46 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:20:46 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:20:46 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:38:26 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1031.0s (238.17 tokens/s)
2022-01-24 06:38:26 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5437, Perplexity: 373.18

######################################################################################################
######################################################################################################
JELINEK MERCER

2022-01-24 06:21:14 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:21:14 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.05_0.95/checkpoint_best.pt
2022-01-24 06:21:25 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:21:25 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:21:25 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:39:00 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1017.4s (241.37 tokens/s)
2022-01-24 06:39:00 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5166, Perplexity: 366.23

2022-01-24 06:21:44 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:21:44 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.1_0.9/checkpoint_best.pt
2022-01-24 06:21:54 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:21:54 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:21:54 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:39:52 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1039.3s (236.27 tokens/s)
2022-01-24 06:39:52 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.4923, Perplexity: 360.12

2022-01-24 06:24:44 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:24:44 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek0.15_0.85/checkpoint_best.pt
2022-01-24 06:24:54 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:24:55 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:24:55 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:42:49 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1036.1s (237.01 tokens/s)
2022-01-24 06:42:49 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.4982, Perplexity: 361.60

2022-01-24 06:26:44 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:26:44 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.2_0.8/checkpoint_best.pt
2022-01-24 06:26:54 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:26:54 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:26:54 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:45:07 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1054.1s (232.96 tokens/s)
2022-01-24 06:45:07 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.4982, Perplexity: 361.60

2022-01-24 06:27:08 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 06:27:08 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.25_0.75/checkpoint_best.pt
2022-01-24 06:27:38 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 06:27:38 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 06:27:38 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 06:46:33 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1096.2s (224.02 tokens/s)
2022-01-24 06:46:33 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5018, Perplexity: 362.50

Interpolation with uniform:

2022-01-29 08:47:45 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 08:47:45 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.05_0.05_0.9/checkpoint_best.pt
2022-01-29 08:47:56 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 08:47:56 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 08:47:56 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:05:50 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1033.3s (237.66 tokens/s)
2022-01-29 09:05:50 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1251, Perplexity: 279.19

2022-01-29 08:48:18 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 08:48:18 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.06_0.04_0.9/checkpoint_best.pt
2022-01-29 08:48:29 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 08:48:29 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 08:48:29 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:05:45 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1003.0s (244.84 tokens/s)
2022-01-29 09:05:45 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1248, Perplexity: 279.13

2022-01-29 08:48:35 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 08:48:35 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.07_0.03_0.9/checkpoint_best.pt
2022-01-29 08:49:05 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 08:49:05 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 08:49:05 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:22:31 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1946.1s (126.18 tokens/s)
2022-01-29 09:22:31 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1224, Perplexity: 278.67

2022-01-29 08:48:48 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 08:48:48 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.08_0.02_0.9/checkpoint_best.pt
2022-01-29 08:48:58 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 08:48:58 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 08:48:58 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:06:54 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1035.5s (237.16 tokens/s)
2022-01-29 09:06:54 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1213, Perplexity: 278.45

2022-01-29 09:00:43 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 09:00:43 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.09_0.01_0.9/checkpoint_best.pt
2022-01-29 09:00:49 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 09:00:49 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 09:00:49 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:18:44 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1034.6s (237.35 tokens/s)
2022-01-29 09:18:44 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.0999, Perplexity: 274.35/274.08

2022-01-29 09:57:35 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 09:57:35 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.1_0.0_0.9/checkpoint_best.pt
2022-01-29 09:57:46 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 09:57:46 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 09:57:46 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 10:15:31 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1032.0s (237.96 tokens/s)
2022-01-29 10:15:31 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1040, Perplexity: 275.14/276.04

2022-01-29 09:00:47 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 09:00:47 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.11_-0.01_0.9/checkpoint_best.pt
2022-01-29 09:00:58 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 09:00:58 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 09:00:58 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:18:36 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1021.6s (240.37 tokens/s)
2022-01-29 09:18:36 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1003, Perplexity: 274.43/274.43

2022-01-29 09:03:47 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 09:03:47 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.12_-0.02_0.9/checkpoint_best.pt
2022-01-29 09:03:57 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 09:03:57 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 09:03:57 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:21:33 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1020.3s (240.68 tokens/s)
2022-01-29 09:21:33 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1171, Perplexity: 277.65

2022-01-29 09:07:05 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 09:07:05 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.13_-0.03_0.9/checkpoint_best.pt
2022-01-29 09:07:15 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 09:07:15 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 09:07:15 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:25:07 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1030.9s (238.21 tokens/s)
2022-01-29 09:25:07 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1321, Perplexity: 280.55

2022-01-29 09:18:42 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 09:18:42 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek0.14_-0.04_0.9/checkpoint_best.pt
2022-01-29 09:18:52 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 09:18:52 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 09:18:53 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:36:07 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1001.8s (245.13 tokens/s)
2022-01-29 09:36:07 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.1674, Perplexity: 287.50

2022-01-29 09:17:21 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 09:17:21 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek0.15_-0.05_0.9/checkpoint_best.pt
2022-01-29 09:17:27 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 09:17:27 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 09:17:27 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:34:44 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1002.3s (245.00 tokens/s)
2022-01-29 09:34:44 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.2123, Perplexity: 296.58

2022-01-29 09:07:40 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-29 09:07:40 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.16_-0.06_0.9/checkpoint_best.pt
2022-01-29 09:07:50 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-29 09:07:50 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-29 09:07:50 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-29 09:25:46 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1037.4s (236.72 tokens/s)
2022-01-29 09:25:46 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.2758, Perplexity: 309.93



Variance checks:
2022-02-03 05:47:07 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-02-03 05:47:07 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.09_0.01_0.9_#1/checkpoint_best.pt
2022-02-03 05:47:17 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-02-03 05:47:17 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-02-03 05:47:17 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-02-03 06:05:03 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1026.9s (239.13 tokens/s)
2022-02-03 06:05:03 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.0517, Perplexity: 265.34

2022-02-03 05:47:07 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-02-03 05:47:07 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.09_0.01_0.9_#2/checkpoint_best.pt
2022-02-03 05:47:17 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-02-03 05:47:17 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-02-03 05:47:17 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-02-03 06:05:03 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1025.3s (239.50 tokens/s)
2022-02-03 06:05:03 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.0685, Perplexity: 268.44

2022-02-03 05:47:32 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-02-03 05:47:32 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.09_0.01_0.9_#3/checkpoint_best.pt
2022-02-03 05:47:38 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
